index	volume-mm3	name
2	258792.2	Left-Cerebral-White-Matter
4	11272.0	Left-Lateral-Ventricle
5	245.0	Left-Inf-Lat-Vent
7	13487.0	Left-Cerebellum-White-Matter
8	52074.0	Left-Cerebellum-Cortex
10	8856.0	Left-Thalamus
11	3979.0	Left-Caudate
12	6085.0	Left-Putamen
13	2202.0	Left-Pallidum
14	1159.0	3rd-Ventricle
15	3163.0	4th-Ventricle
16	13426.0	Brain-Stem
17	5074.0	Left-Hippocampus
18	1892.0	Left-Amygdala
24	1951.0	CSF
26	814.0	Left-Accumbens-area
28	4661.0	Left-VentralDC
30	8.0	Left-vessel
31	750.0	Left-choroid-plexus
41	256850.8	Right-Cerebral-White-Matter
43	9215.0	Right-Lateral-Ventricle
44	269.0	Right-Inf-Lat-Vent
46	11939.0	Right-Cerebellum-White-Matter
47	52122.0	Right-Cerebellum-Cortex
49	8539.0	Right-Thalamus
50	4042.0	Right-Caudate
51	6118.0	Right-Putamen
52	2312.0	Right-Pallidum
53	5087.0	Right-Hippocampus
54	2089.0	Right-Amygdala
58	774.0	Right-Accumbens-area
60	4655.0	Right-VentralDC
62	4.0	Right-vessel
63	733.0	Right-choroid-plexus
85	188.0	Optic-Chiasm
130	143533.0	AirCavity
165	1200383.0	Skull
172	2494.0	Vermis
174	10927.0	Pons
257	284441.2	CSF-ExtraCerebral
258	1391829.0	Head-ExtraCerebral
1001	3148.1	ctx-lh-bankssts
1002	3451.4	ctx-lh-caudalanteriorcingulate
1003	6371.0	ctx-lh-caudalmiddlefrontal
1005	3293.9	ctx-lh-cuneus
1006	1821.5	ctx-lh-entorhinal
1007	12085.6	ctx-lh-fusiform
1008	14934.1	ctx-lh-inferiorparietal
1009	12873.1	ctx-lh-inferiortemporal
1010	3197.9	ctx-lh-isthmuscingulate
1011	10971.4	ctx-lh-lateraloccipital
1012	9029.8	ctx-lh-lateralorbitofrontal
1013	5812.0	ctx-lh-lingual
1014	5366.4	ctx-lh-medialorbitofrontal
1015	13237.9	ctx-lh-middletemporal
1016	2579.9	ctx-lh-parahippocampal
1017	4045.5	ctx-lh-paracentral
1018	4920.4	ctx-lh-parsopercularis
1019	3307.2	ctx-lh-parsorbitalis
1020	4395.2	ctx-lh-parstriangularis
1021	1758.2	ctx-lh-pericalcarine
1022	11481.6	ctx-lh-postcentral
1023	4247.4	ctx-lh-posteriorcingulate
1024	16290.8	ctx-lh-precentral
1025	11079.9	ctx-lh-precuneus
1026	3601.0	ctx-lh-rostralanteriorcingulate
1027	18780.8	ctx-lh-rostralmiddlefrontal
1028	26018.0	ctx-lh-superiorfrontal
1029	16236.8	ctx-lh-superiorparietal
1030	15351.4	ctx-lh-superiortemporal
1031	13666.4	ctx-lh-supramarginal
1032	1090.9	ctx-lh-frontalpole
1033	2607.2	ctx-lh-temporalpole
1034	1398.5	ctx-lh-transversetemporal
1035	8628.9	ctx-lh-insula
2001	2459.6	ctx-rh-bankssts
2002	1885.1	ctx-rh-caudalanteriorcingulate
2003	6019.1	ctx-rh-caudalmiddlefrontal
2005	3584.5	ctx-rh-cuneus
2006	2128.9	ctx-rh-entorhinal
2007	11113.6	ctx-rh-fusiform
2008	16059.0	ctx-rh-inferiorparietal
2009	11152.6	ctx-rh-inferiortemporal
2010	2391.6	ctx-rh-isthmuscingulate
2011	13016.9	ctx-rh-lateraloccipital
2012	9695.8	ctx-rh-lateralorbitofrontal
2013	6989.5	ctx-rh-lingual
2014	6728.8	ctx-rh-medialorbitofrontal
2015	12965.5	ctx-rh-middletemporal
2016	2124.4	ctx-rh-parahippocampal
2017	5051.4	ctx-rh-paracentral
2018	4592.1	ctx-rh-parsopercularis
2019	4031.6	ctx-rh-parsorbitalis
2020	4525.9	ctx-rh-parstriangularis
2021	2437.5	ctx-rh-pericalcarine
2022	10129.8	ctx-rh-postcentral
2023	3627.6	ctx-rh-posteriorcingulate
2024	15572.0	ctx-rh-precentral
2025	11971.0	ctx-rh-precuneus
2026	2354.9	ctx-rh-rostralanteriorcingulate
2027	19287.1	ctx-rh-rostralmiddlefrontal
2028	27526.5	ctx-rh-superiorfrontal
2029	15916.0	ctx-rh-superiorparietal
2030	14266.2	ctx-rh-superiortemporal
2031	11500.1	ctx-rh-supramarginal
2032	1250.4	ctx-rh-frontalpole
2033	2929.6	ctx-rh-temporalpole
2034	974.0	ctx-rh-transversetemporal
2035	7088.1	ctx-rh-insula
