index	volume-mm3	name
2	229862.2	Left-Cerebral-White-Matter
4	7321.0	Left-Lateral-Ventricle
5	174.0	Left-Inf-Lat-Vent
7	5654.0	Left-Cerebellum-White-Matter
8	28135.0	Left-Cerebellum-Cortex
10	7466.0	Left-Thalamus
11	2739.0	Left-Caudate
12	4476.0	Left-Putamen
13	1791.0	Left-Pallidum
14	1072.0	3rd-Ventricle
15	815.0	4th-Ventricle
16	10743.0	Brain-Stem
17	1818.0	Left-Hippocampus
18	359.0	Left-Amygdala
24	1739.0	CSF
26	390.0	Left-Accumbens-area
28	2938.0	Left-VentralDC
30	2.0	Left-vessel
31	222.0	Left-choroid-plexus
41	224663.6	Right-Cerebral-White-Matter
43	6204.0	Right-Lateral-Ventricle
44	2111.0	Right-Inf-Lat-Vent
46	7137.0	Right-Cerebellum-White-Matter
47	29862.0	Right-Cerebellum-Cortex
49	7895.0	Right-Thalamus
50	3017.0	Right-Caudate
51	4749.0	Right-Putamen
52	1863.0	Right-Pallidum
53	2079.0	Right-Hippocampus
54	1144.0	Right-Amygdala
58	349.0	Right-Accumbens-area
60	3670.0	Right-VentralDC
62	7.0	Right-vessel
63	430.0	Right-choroid-plexus
85	118.0	Optic-Chiasm
130	95410.0	AirCavity
165	742247.0	Skull
172	700.0	Vermis
174	4535.0	Pons
257	226652.5	CSF-ExtraCerebral
258	915022.0	Head-ExtraCerebral
1001	2653.5	ctx-lh-bankssts
1002	1745.2	ctx-lh-caudalanteriorcingulate
1003	6026.0	ctx-lh-caudalmiddlefrontal
1005	4019.5	ctx-lh-cuneus
1006	721.2	ctx-lh-entorhinal
1007	5486.2	ctx-lh-fusiform
1008	12690.0	ctx-lh-inferiorparietal
1009	6328.1	ctx-lh-inferiortemporal
1010	2709.5	ctx-lh-isthmuscingulate
1011	10455.0	ctx-lh-lateraloccipital
1012	7767.2	ctx-lh-lateralorbitofrontal
1013	7728.6	ctx-lh-lingual
1014	4639.1	ctx-lh-medialorbitofrontal
1015	9398.2	ctx-lh-middletemporal
1016	1489.6	ctx-lh-parahippocampal
1017	4192.5	ctx-lh-paracentral
1018	4392.6	ctx-lh-parsopercularis
1019	3100.8	ctx-lh-parsorbitalis
1020	3648.4	ctx-lh-parstriangularis
1021	2733.2	ctx-lh-pericalcarine
1022	11894.2	ctx-lh-postcentral
1023	3408.2	ctx-lh-posteriorcingulate
1024	12615.1	ctx-lh-precentral
1025	11732.8	ctx-lh-precuneus
1026	2368.5	ctx-lh-rostralanteriorcingulate
1027	13751.5	ctx-lh-rostralmiddlefrontal
1028	20244.9	ctx-lh-superiorfrontal
1029	18032.2	ctx-lh-superiorparietal
1030	10337.2	ctx-lh-superiortemporal
1031	13634.1	ctx-lh-supramarginal
1032	1109.9	ctx-lh-frontalpole
1033	1575.5	ctx-lh-temporalpole
1034	1275.9	ctx-lh-transversetemporal
1035	6493.6	ctx-lh-insula
2001	2135.2	ctx-rh-bankssts
2002	1539.6	ctx-rh-caudalanteriorcingulate
2003	5692.6	ctx-rh-caudalmiddlefrontal
2005	4535.0	ctx-rh-cuneus
2006	844.9	ctx-rh-entorhinal
2007	7580.1	ctx-rh-fusiform
2008	16796.6	ctx-rh-inferiorparietal
2009	7509.0	ctx-rh-inferiortemporal
2010	1966.4	ctx-rh-isthmuscingulate
2011	11137.0	ctx-rh-lateraloccipital
2012	5834.6	ctx-rh-lateralorbitofrontal
2013	6772.2	ctx-rh-lingual
2014	4933.4	ctx-rh-medialorbitofrontal
2015	9266.2	ctx-rh-middletemporal
2016	1593.5	ctx-rh-parahippocampal
2017	5048.9	ctx-rh-paracentral
2018	3442.2	ctx-rh-parsopercularis
2019	3152.0	ctx-rh-parsorbitalis
2020	4079.4	ctx-rh-parstriangularis
2021	3235.0	ctx-rh-pericalcarine
2022	12713.8	ctx-rh-postcentral
2023	3119.0	ctx-rh-posteriorcingulate
2024	13997.5	ctx-rh-precentral
2025	10011.0	ctx-rh-precuneus
2026	1482.6	ctx-rh-rostralanteriorcingulate
2027	15412.2	ctx-rh-rostralmiddlefrontal
2028	18966.5	ctx-rh-superiorfrontal
2029	15050.2	ctx-rh-superiorparietal
2030	10286.2	ctx-rh-superiortemporal
2031	9756.5	ctx-rh-supramarginal
2032	1207.0	ctx-rh-frontalpole
2033	2050.8	ctx-rh-temporalpole
2034	811.8	ctx-rh-transversetemporal
2035	4677.6	ctx-rh-insula
