index	volume-mm3	name
2	261626.5	Left-Cerebral-White-Matter
4	8988.0	Left-Lateral-Ventricle
5	334.0	Left-Inf-Lat-Vent
7	12408.0	Left-Cerebellum-White-Matter
8	53079.0	Left-Cerebellum-Cortex
10	7022.0	Left-Thalamus
11	3429.0	Left-Caudate
12	2745.0	Left-Putamen
13	2175.0	Left-Pallidum
14	1088.0	3rd-Ventricle
15	1471.0	4th-Ventricle
16	11542.0	Brain-Stem
17	1440.0	Left-Hippocampus
18	412.0	Left-Amygdala
24	1565.0	CSF
26	397.0	Left-Accumbens-area
28	3648.0	Left-VentralDC
31	276.0	Left-choroid-plexus
41	265641.0	Right-Cerebral-White-Matter
43	7417.0	Right-Lateral-Ventricle
44	581.0	Right-Inf-Lat-Vent
46	12038.0	Right-Cerebellum-White-Matter
47	53308.0	Right-Cerebellum-Cortex
49	7689.0	Right-Thalamus
50	3637.0	Right-Caudate
51	3186.0	Right-Putamen
52	1651.0	Right-Pallidum
53	2175.0	Right-Hippocampus
54	476.0	Right-Amygdala
58	311.0	Right-Accumbens-area
60	4136.0	Right-VentralDC
63	276.0	Right-choroid-plexus
80	1.0	non-WM-hypointensities
85	90.0	Optic-Chiasm
130	152840.0	AirCavity
165	974217.0	Skull
172	1270.0	Vermis
174	5630.0	Pons
257	280643.5	CSF-ExtraCerebral
258	1058760.0	Head-ExtraCerebral
1001	2481.1	ctx-lh-bankssts
1002	2013.0	ctx-lh-caudalanteriorcingulate
1003	7677.4	ctx-lh-caudalmiddlefrontal
1005	5106.5	ctx-lh-cuneus
1006	500.9	ctx-lh-entorhinal
1007	6845.0	ctx-lh-fusiform
1008	15315.6	ctx-lh-inferiorparietal
1009	4857.9	ctx-lh-inferiortemporal
1010	3527.2	ctx-lh-isthmuscingulate
1011	13917.9	ctx-lh-lateraloccipital
1012	7077.4	ctx-lh-lateralorbitofrontal
1013	10255.5	ctx-lh-lingual
1014	4355.1	ctx-lh-medialorbitofrontal
1015	7683.5	ctx-lh-middletemporal
1016	2790.0	ctx-lh-parahippocampal
1017	4349.4	ctx-lh-paracentral
1018	5219.9	ctx-lh-parsopercularis
1019	2750.4	ctx-lh-parsorbitalis
1020	5281.4	ctx-lh-parstriangularis
1021	4132.4	ctx-lh-pericalcarine
1022	10241.0	ctx-lh-postcentral
1023	3652.5	ctx-lh-posteriorcingulate
1024	14940.0	ctx-lh-precentral
1025	10870.2	ctx-lh-precuneus
1026	2460.4	ctx-lh-rostralanteriorcingulate
1027	23334.1	ctx-lh-rostralmiddlefrontal
1028	27617.4	ctx-lh-superiorfrontal
1029	14012.1	ctx-lh-superiorparietal
1030	11742.6	ctx-lh-superiortemporal
1031	12833.9	ctx-lh-supramarginal
1032	916.1	ctx-lh-frontalpole
1033	2309.6	ctx-lh-temporalpole
1034	1362.9	ctx-lh-transversetemporal
1035	7551.1	ctx-lh-insula
2001	2724.0	ctx-rh-bankssts
2002	2006.8	ctx-rh-caudalanteriorcingulate
2003	7301.0	ctx-rh-caudalmiddlefrontal
2005	4442.0	ctx-rh-cuneus
2006	670.1	ctx-rh-entorhinal
2007	7914.8	ctx-rh-fusiform
2008	19793.1	ctx-rh-inferiorparietal
2009	6964.1	ctx-rh-inferiortemporal
2010	3247.8	ctx-rh-isthmuscingulate
2011	15794.1	ctx-rh-lateraloccipital
2012	5874.8	ctx-rh-lateralorbitofrontal
2013	9897.6	ctx-rh-lingual
2014	3589.4	ctx-rh-medialorbitofrontal
2015	9781.2	ctx-rh-middletemporal
2016	2368.5	ctx-rh-parahippocampal
2017	4627.5	ctx-rh-paracentral
2018	4740.5	ctx-rh-parsopercularis
2019	2780.4	ctx-rh-parsorbitalis
2020	5768.6	ctx-rh-parstriangularis
2021	3888.0	ctx-rh-pericalcarine
2022	11266.0	ctx-rh-postcentral
2023	2884.6	ctx-rh-posteriorcingulate
2024	18072.2	ctx-rh-precentral
2025	12164.5	ctx-rh-precuneus
2026	1758.6	ctx-rh-rostralanteriorcingulate
2027	22072.8	ctx-rh-rostralmiddlefrontal
2028	28127.5	ctx-rh-superiorfrontal
2029	12321.9	ctx-rh-superiorparietal
2030	11374.2	ctx-rh-superiortemporal
2031	10057.5	ctx-rh-supramarginal
2032	1182.2	ctx-rh-frontalpole
2033	1304.6	ctx-rh-temporalpole
2034	979.9	ctx-rh-transversetemporal
2035	7266.8	ctx-rh-insula
